business_name,review_id,user_id,stars,review_date,review_text,funny,useful,cool
Joe's Diner,9_Y8P6YXBcW7TRY1T_lcsQ,lPaYMDmJbAnv_3pmZH_inw,4,2011-04-24,"Weekend mornings I'm all about being a complete lazy bear, sleeping in then get up just long enough to lie back down on the couch. Only a few have the",13,14,13
The Keg Steakhouse + Bar,QR_3PeWzQmN21GsE9jLRgQ,io8FP8vWytfyM9YBPVvQug,2,2012-11-11,"Went to the Keg last night for our anniversary.  The first time we'd been there in awhile.  Really wanted an awesome steak so we headed there.  
Serv",0,0,0
The Home Depot,jH43CDc-Tkty2cBUSdBFgA,7T2ul_LOzArDKjfVRDt-JA,5,2008-10-10,"Five stars no doubt, for Brian the store manager. I know you can't seek him out for everything because I'm sure he's busy. Last night my husband had t",0,1,1
RnR,Q2RYDDLNwKpD06mx-TlW_g,TCdfeYGzshO9J3FaSmh0Xg,1,2012-08-04,"I was in Scottsdale for a couple weeks about 2 months ago and decided to come here for dinner with a few coworkers one night, what a mistake. The serv",0,0,0
Red Lobster,uJs4G8qFet426YorDuZuyA,wLuDGMXytNVTF8ZU2gwUEQ,2,2012-01-16,"Red Lobster, to me, is just a glorified fast food restaurant that serves seafood. That doesn't mean it's bad, it's just not my first pick for seafood,",2,1,1
Brueggers Bagels,sTM3Xg_jOKwT_YOzf32x8w,gsyguOgT2Dnjw-OYw14XDw,2,2012-07-08,"Bruegger's is down the street from my office so I wanted to like it but that didn't happen on my first visit.
I stopped in at 7:30am on weekday and o",1,1,0
Culinary Dropout,L-mdgJAwNnwYG1qyex_-TA,zYVutbW7qMaa2UPYZItR1A,5,2011-08-28,"Trendy, hip, good looking staff, nice outdoor seating option, clean.  Great place to grab a bite with colleagues.  Great people watching and the food ",1,1,1
Mastro's City Hall Steakhouse,dxpbameelx0r307awuB44A,LaEj3VpQh7bgpAZLzSRRrw,4,2010-06-28,"A solid 3.75 stars (rounded to 4?) for my first visit of Mastro's.
The Good:
-Oyster on half shell--- OMG, they were so fresh! I definitely was not e",0,2,0
Sushiya Sushi,wBVylIY0VEgGMn1017Ag1g,kZrwVd8fDz6HNC3J6nIbdg,4,2010-03-28,We have been to Sushiya a couple of times and have left happy each time.  My wife an I enjoy the good sleaction of rolls and our kids are always treat,0,0,0
Chino Bandido,IGqsNgufig3V4iPn4VMMMw,VoJ_u0k_8lYaxYzesmyrvw,3,2013-08-07,"I can't give 3.5 stars, and 4 is definitely too many...so 3 will have to do.  I live across the street, and never heard of this place until my buddy w",0,1,0
Grimaldi's,Y8Ki9BCdD-9-BEEoGSqtvQ,Y1peG8KmtJw01eb8nR99jg,5,2013-11-15,"Ate here tonight, was sitting at the table next to another person who wrote a bad review.  The coals in their oven died out from over use, that's what",0,0,0
Cracker Barrel,_jgGn_t71uCFhWVHp2nz0g,ndKfNfAO8dQGfyCRU91maQ,5,2011-07-29,"My ABSOLUTE favorite.
Came all the way from LA CA just to have some delicious breakfast.",1,2,1
Mastro's Ocean Club,KpIz9Dy_YInvyKG1DMeLqQ,E0WWNXVze_sfDCbM0oMYvw,4,2007-08-24,"Who's taking me to Ocean Club?  Anyone?
Holy Crap I was there last night for the first time and just had a few drinks at the bar with friends.  DEAR ",0,0,0
The Habit Burger Grill,17oz41_Zxfe3aaB106QLTQ,b_4No81XPBhkT6K1H18pIA,2,2011-07-28,"mehhhh. could be better.
#1.....do you really need 20 employees for 10 customers? I mean, really?! seemed a little over crowded in the back to me. it",0,0,0
Pita Kitchen,z6i-YoxvP6xs6H-yNZCwhQ,5c4p-A1sLBlpS1cPaMpdBg,1,2013-02-25,"I don't know what sort of seasoning they use for the chicken and steak shawarma, but I thought it was disgusting.  The gyro was decent and the baklava",0,1,0
Tiedemann's Family Thrift & Vintage,PCTDHHLOi_Om4gkXMVEWcQ,M-j04kcOanazSntBzoD3ng,5,2011-05-04,THIS STORE CLOSED RECENTLY. I'm really going to miss this little gem.,0,1,0
The Fry Bread House,PHH12eYW1kQ3waqRhE0sIQ,FoKEIIUt4iaT2Dw4bTCk2g,4,2008-09-02,"Fry bread... red chili.... Worth the drive.
When I did a drive on my own to Phoenix, thank god for the gps for pointing me out to this place. Just th",4,1,3
Cousins Subs,5jVGGs8WKsurHSEz0QUQUQ,nk5CqZnOt6iXE-32tf53TA,4,2013-04-15,"Very clean and a brand-new location, staff was very friendly and helpful. I planned on stopping by to Dunkin' Donuts to pick up donuts for the office ",0,1,1
Sam's Liquors,_bTMt3-A7zWljDAK6hB--Q,aiJbLsq4KmrSo4wZHPBAiw,5,2012-03-17,"Sam is the best!  I love how he knows and remembers is customers.  A friendly face, happy smile, and just about everything you need for the perfect co",0,0,0
Hole-in-the-Wall,EZLTNzHZX-oPwIdeddpS6A,Ig3jjxFWCYy_gVv8gKwqOw,1,2011-08-03,Went to eat there after hearing about how good their strip steak was. We were staying at the pointe and had our two kids and two of their friends with,0,2,0
Elite Pet Care,Jcf6cf-8Qu3RNqdM-GCk0Q,90a6z--_CUrl84aCzZyPsg,5,2008-05-03,"Kudos to Elite Pet Care in Scottsdale.
Sarah is a wonderful care giver who will treat your pet like her very own. She walks, trains, house sits, and ",1,3,2
Hana Sushi,YzdGDdkvJGQ-92eAFT9J5g,Gl7VuA_akDXpAqp8xbnKdA,1,2008-02-26,OUTRAGEOUSLY HIGH-PRICED ! food quality not bad but not that good either. You can just get your sushi at Costco or Fry's and not feel you were    had.,1,1,0
America's Taco Shop,zNXsiTxwvD6WGl2Mgv6ETw,wttePGxhTumTTUinL5tlTg,5,2013-03-20,"All I know is that they make the best al pastor burritos and tacos in Phoenix. They are just sweet enough, just savory enough and I always want 50 mor",0,0,0
Urban Outfitters,HYH0hC94Iitv_bVOXy0AXA,7GC9fVWKa4a1ZmBGLH6Uww,3,2007-10-25,"the clothes - i only really sort of like the styles here  nowadays. five or six years ago, when i was really into what they had here, i would treat my",3,2,5
Twin Peaks,fvHmY9pONtYqLCiXSsLfEQ,R50WCEHhvycn6OzoEkA2Zg,4,2012-02-29,"Cute servers, great service, nice bar with lots of TVs... so what's the problem here? The food was gross... I mean terrible... I was here with a few f",1,4,1
Capri Cafe,EBNOjNJ5bdGfNaaIZsrcEQ,n4BcCIKe_jks1BgGzn-aTQ,4,2011-10-17,"To the person who dissed the sandwiches and food.
Its ARGENTINEAN.
Don't want a sandwich like that? Don't go to an Argentine Cafe.
Duh.
Im from Argent",1,1,0
American Junkie,8K1vPyk6k-zxay2nWQ_c9w,vWZsmtNF2O5W_hcBRFK3lg,4,2011-10-05,"I'll be generous with my rating as I rarely visit. I always enjoy Junkie, but I attribute it more to who I am with than the bar.
If you're looking fo",1,3,0
Food Truck Friday,nGmDmaaDv117PQ-YF5AcRQ,gb2JIM7M2mj7thEjdbfksA,4,2013-05-28,"A great place for a group of friends or coworkers who can't decide what to get for lunch. They have hotdogs (short leash), creme brulee (try the salte",0,0,1
The Cheesecake Factory,7B-8reot5ZbnrhqJ61sd9g,RsUNADZTrJ5xFXVMXJC1MQ,3,2013-05-04,I haven't been to this place in ages so we decided to try this place again. It hasn't changed very much. Still has a huge menu with large portions.  I,0,0,0
Relish Burger Bistro,WwJItaDbFBym48IW9mTmVQ,G2cyOjwKHPYY6njtxoymwg,4,2011-08-28,"Unique and awesome presention.  Burgers are TALL, buns are awesome and the presentation is one of a kind! The fries (sweet potatoe, garlic, etc come i",0,0,0
Bacchanal Ristorante,dNeus5pr2U1iKGFjTa9_mg,crrp9oqSWsVnDHPKgy_bqw,4,2010-06-10,"live greek music, belly dancer, and uozzo 12 - how can this trio disappoint?
so what if the food is just ok?  there is just too much fun to be had he",0,1,1
Julio's Too Mexican Food,xubZU5wcQluQX3coud0lsg,-Wipkr9x2FbYMvCPDwewBA,4,2012-07-02,I went to this restaurant last week for a team meeting and we ended up getting the buffet as they have a Mexican buffet every weekday from 11:30 - 1:3,0,1,0
Red Koi Japanese Restaurant,RY7riRjUA2nINdK8UJ2R3A,gGlCaAm6QbdwSPxtrr-HRA,4,2013-09-12,"The place is pretty good! Off the corner on Ray and Power Rd, it's a decent sized restaurant hidden slightly in the back of a plaza. When I walked in,",0,0,0
Honey Bear's BBQ,1OdaiatcTE6qnJ77Po4gRg,PnEAXZ7WyJMYBr9IIulh5Q,3,2011-02-24,"Honey bears offers a different type of BBQ sauce, it's the runnier kind that also packs more of a kick. I personally prefer a thicker sauce but this o",0,1,0
V's Barbershop,5MpwDFw4m90-sexw-syIAw,Bh7gtC8Spjy-49mHXbGAvw,5,2010-03-03,"Exactly one year later and I've been to V's all but twice in the past 12 months and only because of scheduling conflicts.
If coming from the Supercuts",0,1,0
Chloe's Corner,IzrFtQyfD_Ai7by-CB4PkQ,CtuoM6_Im-xBZMAqPKMQ8A,4,2012-09-20,"Much like their location at Kierland, it's a great spot for lunch. They have a huge salad bar & a refrigerated case for quick options. The Corner Chop",0,0,0
El Pollo Loco,GK70sEy4cQMCA9nWHqpUzw,q_7iu_GG_9FGdeBd9PiOhw,1,2013-08-26,I'm not the type to bash someones way of making a living. My wife and I went in there Sat nite. We both ordered a BRC buritto and I also got 3 taquito,0,0,0
Woodlands Vegetarian South Indian Kitchen,Mu_MV6wqI82Kp8qksjlr2g,7knTjXA1lNJw7AMIIJi4YQ,4,2011-05-04,"I am South Indian by background.  Parents are from South India.  This food is very similar to what my grandmother, from Kanniyakumari, would make....j",0,1,0
Noodles Ranch,MI_HZfTVbls9Jy9YvgsjKw,PoQOIZc2q5nud7uVz_jdjw,4,2009-12-03,Vietnamese food is so comforting and Noodles Ranch has never failed me in the value/meal size ratio so I think they deserve a solid 4 stars. I just ha,7,11,11
Essence Bakery Café,ndLvOW_drGMp6o7hLI3dtw,tVIu_vzLzZ6trhuqFcAZWA,4,2012-05-17,"Your Vanilla Bean Iced Coffee is heaven in my mouth. I will be here every Saturday to enjoy one along with a caramel cream macaron. 
They have a sepa",0,1,0
Casey Moore's Oyster House,M2nC0HNkvRuB8n2RBHsZZw,OsYh3jArm6fgozczE85ZeQ,4,2008-11-23,"what a great great bar.
I love coming here in the day and relaxing all day with friends. It is such a chill place.  The food is pretty tasty and the ",0,0,0
Pollack Tempe Cinemas,Bl6QPuMLqTC1Ex5Uz0V6lQ,Pv7DGHzZ-uqIUdOsqPpsVg,5,2010-05-23,"This place is like half movie theatre, half bizzaro museum. It's worth going to just for the weird statues and creepy wax figures that stare at you fr",1,2,2
Discount Tire,8LGERRpBa2Sy8flGaSr8ww,4sIK_74UwkKU9YQXIfgCdg,5,2012-08-31,"I have, over the years, bought hundreds of tires from this location for both personal and company truck use.  The service is consistant.  They don't m",0,0,0
Barro's Pizza,LUNKN43i8LNcu8bmboIBog,f7Hv9J9GTTXd3XsfRgt3Pw,5,2013-05-23,"It is true, I like their pizza - or maybe it's just better when you eat it here while relaxing and enjoying a beer.",1,0,1
Delux,WJVH6Zv8TJqWMKIZQhdzAA,rg5pRVVh-mtBjNqKB1N2Tg,4,2008-06-07,"Good food, good service and nice environment.  I ordered the hot dog with fries and had a Kemp's root beer to drink, for lunch.  The fries (regular no",0,3,2
Joe's Real BBQ,KpdZJixfxsxClc0YPaS9Ew,UPtysDF6cUDUxq2KY-6Dcg,4,2009-01-27,I am a fan of these guys now because they did everything they could to change my mind about the place from my first experience.  I had the pulled pork,0,0,0
Famous Sam's,1ortTKCJoF1fD4g9DPVXCw,jb0AksiLfGQAJw4iLWIiBw,1,2013-05-26,"Food- taste horrible
Service- 1-10.....it gets a 4
UFC fights- plenty of tv's to watch the fights.",0,1,0
Kiss the Cook Restaurant,Jljmv2PUxshumGVd207_6A,9b7HeM91XY9tIFGFVi7Y5A,5,2011-05-10,"Love the small town and family owned feel of this place! The staff was sweet, attentive and prompt ...even on Mother' day!",0,2,0
Skip & Jan's Sports Bar,b6y58O6u3_CaaVUzKvcFww,odHxIFe6yjIc42tKmuUsLQ,3,2012-10-22,We had living social deals. Out server took awhile to check on us then grab our bill. We got wings and beer and were there for 90 minutes! It was dead,0,0,0
Los Sombreros Mexican Food & Cocktails,ukUGjJcejXnG07B8VcZKqA,5kJYTUtFUJT24dWNs6eW8w,4,2008-09-20,"How refreshing. A real gourmet mexican (yes, i said that) joint I can ride a bike to. Moving to South Scottsdale, from downtown, has been somewhat fru",3,6,5
Sweet Tomatoes,gyuak-E6cBIPKIX8YpYbjg,T_Dn2hra4XKSd7YPoc7WVw,3,2012-10-07,Staff was friendly. I wasn't impressed with the desserts. What happened to all the puddings? Ice cream or dry brownie muffin.,0,0,0
Fuego Tacos,EuqlbgfTSK4nj5GSKJR2FQ,kSCzICISTek7bBw0NRPTHA,2,2013-03-30,"I have been to Fuego Tacos twice, I was hoping the second time around would be better but it wasn't. we got there about 40 minutes before closing, we ",0,0,0
Peppersauce Cafe,m_riGBa_ZuIaLP9iNCGzSw,7y2sZ4WBF1ciKHcO5W0BXg,5,2010-01-23,Very good food. Stopped for breakfast on a rainy morning on a friends reccomendation. Great food and very friendly service. I would recommend to anyon,0,1,1
Tropical Smoothie Cafe,rv6KctiZ69vpdNyJjslyZA,vUO3tx0djOzgyuKH5lsyng,1,2013-04-05,"This place is terrible. Staff is slow, not familiar with things. A couple days ago I came in alone, ordered one smoothie. The woman proceeded to take ",1,1,0
Ling & Louie's Asian Bar and Grill,-ac9MvuBJMCvl0sjGGg9JA,eAeTZn_8IkM26-OedjvipQ,5,2012-08-28,"Great hidden gem for vegetarians + the best service in town. 
While we veggie folk know that most Asian places will substitute tofu for any dishes in",0,0,0
Z's Greek,GBU-3oiiQ9NxAthZfAMxmQ,qXgmDv3GbOJJA9wWH5f3bg,5,2011-11-14,"Z's has by far the best chicken pita I have ever had.  They are very generous with their serving sizes.  
Along with their great food. The staff is s",0,0,0
Williams-Sonoma,09PAr_tK2jjR4Wyh60ikVg,4ozupHULqGyO42s3zNUzOQ,5,2013-08-11,"I have a serious crush on every Williams Sonoma, but this one in particular is close to my heart. The staff is always very friendly and welcoming to m",5,10,9
Walmart,XdltkioKO9uCNcBe3c9mDQ,pqnYZy25nEwGAAjShOpJGg,4,2012-05-15,"Meh, it's Walmart - long lines, 2 cashiers, crappy produce",0,0,0
Enchanted Island Amusement Park,Sc6Y_tCh0nBfuTkrCY7w3g,U_fAIe7CUaGMejwSdNvMgw,5,2012-02-14,"An oasis of little kid fun in Phoenix, we hadn't been in over a year and came for a birthday party.  They're always running a deal, so look for one be",1,0,1
Best Western Papago Inn & Resort,eAAcQ0Ua5RCmnc0ihrUTXA,8HcW9g6kWvNXT1YLcLmH0A,3,2011-05-08,"At $50/night, a very good value. Nice little pool area. 
Decent rooms, private parking. Bathrooms are quite small. 
Walking distance to food and Pap",0,1,0
Scott Dial Carpet Care,2ASHF3CR6OSO1rIA8lpSZA,WmlS0xvMeoWOXkFCtHMqWw,5,2010-10-29,Amazing service from a family owned and operated business. Their attention to detail is unrivaled. We had to put a sick cat down this week. Because of,0,2,0
Grimaldi's Pizzeria,bImC7kFdAQ0BzE2STTitZw,Zolus8GR5UpUm_hsWZTD1g,4,2011-11-12,"Have to say I LOVE this place! Fast service and awesome food.
Was a nice treat from the ""boxed"" taste we have had from other Pizzarias:)",0,0,0
Pho Nhat,-y5N_SjM-2n5qKoRkmfZSw,4_YfcfHkCem1onJFkItxjA,4,2007-07-10,"I'm admittedly not a soup fan (except for Paradise Bakery's fire roasted tomato, but I digress).  So I have no intention of ordering pho when I'm out ",3,3,4
Essence Bakery Café,tH5mdxP4WYJguz0x4EZSlg,f2KU_Pwc3EzYaunvrACEeA,4,2011-03-19,"Raspberry Rose Macaroon, How I love thee!!!
Never disappointed.  Attempt to try something new everytime that I visit.  Croque Madame, soups, mashed p",0,0,1
Tryst Cafe,Mae0lD6OHtvX3dB1zn4OzA,7l3GZt8gPGfRgqAHRqhu8Q,5,2012-08-18,"This is our new favorite place. The food and drinks are great.  On our first visit, they gave us a card for a free appetizer or dessert. So we went ba",0,1,0
Desert Ridge Marketplace,UdDV3KxVxBfCdS7xwlCUHg,-9mljS0O9mwdOnGv-Oea3Q,2,2010-03-27,The selection of stores is just okay. However the layout is not good. For most people accessing both sides for the stores or theatre they will find th,0,0,0
Phoenix Municipal Stadium,hP6XHWMDtJDeATwkOp6WDQ,PurXH7TqhVzFWFXX2PPpjg,5,2009-03-03,Another example of what a great spring training ballpark should be. You cant tell that this ballpark is over 40 years old. This ballpark has character,0,1,1
Wild Thaiger,JfoyYazSmeWPV6pwVzzSFA,am9yAm4Ph7yk81sFkHlxig,1,2012-04-16,What is up with crappy customer service in this town?!?  I am giving this place 1 star based on the fact that my dinner companion and I couldn't eat m,1,5,0
Tao Garden,wIK-19vihqOemEZj2uMMYg,sZ2tEcGtlt3X3xffUCHy1Q,4,2012-05-15,Authentic chinese cooking. Family run place.,0,0,0
Nellos Pizza,_b4SywrVTnlJs2KjiEYaYQ,vLMwisRi7IWPooI9YZ1znA,4,2010-11-29,Nello's is pretty darn wonderful - more than a strict sauce slicked pie joint in that some of their creations are pushing the culinary envelope.  I've,1,1,2
Hodori Restaurant,Y3C76JkSbTi95ChZgTJthw,MqKtiMUnd1CdvNKUIlNspA,4,2008-10-21,"I heart Hodori. 
This is the best Korean place I've found in Arizona. We ordered the Daeji Bulgogi (BBQ pork) and Nakji Bokum (Sauteed octopus). The ",1,5,3
Gilbert Farmers Market,n6d91ws6cfowc8Ljk-196w,ZRQdOIIhzrzE6sc3emgM-Q,5,2012-04-13,I love this farmers market.  Sure it is smaller then some of the other markets but everyone is very friendly and they are ever growing.  It is the bes,0,3,1
Nello's Pizza,AdU8de811vUwQEE2tT-VWA,VjBGNvkat2so4Y-Oj9lARQ,4,2013-09-13,"I'm not a fan of Chicago style deep pizza...and I was happy to hear they have a thin crust one, too.
 I had the ""Sicilian"" thin crust... and the toppi",0,0,0
Karen's Hallmark Store,35cqKuTlXyNw4UB3A88Krw,n0M0KZlYM5FwB4j8_nFAlA,1,2013-03-20,I d like to start off by saying that this used to be a great Hallmark for mailing packages until they hired this gentleman named Mike who runs the bac,0,1,0
Lucille's Smokehouse Bar-B-Que,3DLlnu5aHSeNk75eYSyhvg,wHg1YkCzdZq9WBJOTRgxHQ,2,2008-11-16,"I don't claim to be an expert on good BBQ.  In fact, I didn't eat much of it until I married my husband, a southern boy.  I've since learned what I li",2,2,2
Gallo Blanco,-kX2AftcxrQvhd39kMaDpw,rjlb-7-JcmM6fR64ZpyTug,4,2010-07-14,Work took me to the Clarendon twice in the span of four days... you better believe I ate lunch and enjoyed happy hour at Gallo Blanco on both occasion,2,3,2
La Parrilla Suiza,mLTd1AuymnsM-G0I42WM6Q,xPlHzKhu4D7HcrmYnGyoYA,1,2012-07-10,"My husband and I used to eat at La Parilla in Mesa often. However, our last experience was the worst ever! 
We had out of town guests and took them h",1,1,1
Brunchies,2NdAafWITnJGOVCKQL_wGA,hcctCQy3bdZMezrUKkZLtA,5,2011-03-06,"Let me preface this by sharing that I don't even live in Chandler and I'm sure I will be back at Brunchie's. Yep, it's true. My fiance and I deemed th",1,1,1
Brat Haus,I84chHMmCsqaFHn1Cf44uA,yoQAZWDdBW3kQH7geFEoWA,4,2012-10-21,How fun!  This was said over and over again on our most recent date night.  It was just that.  Driving around for parking was even fun - if you can im,0,1,1
Pita Jungle,feThqHHeHd4xETm4L8aRzw,nVaK1WgYHxP5JUUK6j2klg,5,2009-08-30,HUGE fan of the Tempe location from my days at ASU so was psyched to hit up the Scottsdale location when I was in town last week. Still hard to beat t,0,0,0
Tacos Sahuayo,pCOJdkjfHuH5XQk-tsq-9g,kJyR4gT1pfCcNjEY9-YMoQ,4,2013-09-11,Only slightly frightened when I walked in the gal came out of the back and seemed to have a coughing fit which concerned me a little or maybe a lot  b,1,0,1
Spinato's Pizza,NZLw9pHn0PjlIqWx9f2omw,gmYBdZR_YduHDJvIPQlkkA,5,2011-03-31,"Absolutely the best pizza in all of Arizona. Locations in Ahwatukee, Tempe, N. Scottsdale and North and Central Phoenix you have NO EXUSE not to go. M",0,1,0
Los Taquitos,ba26LpwmIRPFegXwJi_CLg,0q87nf1yJFv0GML2J64Ttg,5,2010-04-27,"Great taco shop!! Must get the tacos! Been back a few times and haven't found anything that I wouldn't order again. Great food, fair prices.",1,1,1
